,Name,Url,Ingredients,Calories,Carbs Grams,Protein Grams,Fat Grams
55,Lemon-Poppy Seed Zucchini Bread,https://www.eatyourselfskinny.com/lemon-poppy-seed-zucchini-bread/,"['4 Tbsp butter', '4 Tbsp unsweetened applesauce', '1 cup sugar', '3 large eggs', '1½ cups all-purpose flour', '½ tsp. salt', '⅛ tsp. baking soda', '½ cup fat-free plain yogurt', '1 cup shredded zucchini', '1 Tbsp lemon zest', '2 tsp. poppy seeds']",173.0,29.2,3.8,5.0
56,"Kiwi, Pineapple & Chia Seed Smoothie",https://www.eatyourselfskinny.com/kiwi-pineapple-chia-seed-smoothie/,"['2 cups fresh baby spinach', '1 cup sliced kiwi', '1 banana cut up', '½ cup plain Greek yogurt', '¼ cup chopped fresh pineapple', '¼ cup fresh orange juice', '2 Tbsp. chia seeds']",219.0,41.0,8.0,5.0
57,Caramelized Peaches with Fresh Rosemary,https://www.eatyourselfskinny.com/caramelized-peaches-with-fresh-rosemary/,"['2 Tbsp olive oil', '¼ cup raw honey', '4 ripe medium peaches halved and pitted', '2 Tbsp fresh orange juice', '2 tsp. fresh rosemary snipped']",195.0,32.0,2.1,6.5
58,Cinnamon and Honey Spiced Grapefruit,https://www.eatyourselfskinny.com/cinnamon-and-honey-spiced-grapefruit/,"['½ grapefruit', '1 Tbsp honey', '½ tsp. vanilla extract', 'Pinch of cardamom', 'Pinch of cinnamon', 'Pinch of nutmeg']",118.0,30.5,1.0,0.0
59,Skinny Cinnamon Raisin Scones,https://www.eatyourselfskinny.com/skinny-cinnamon-raisin-scones/,"['2 cups whole wheat flour', '¼ cup brown sugar', '3 tsp baking powder', '½ tsp. salt', '3 Tbsp cold light butter', '¼ cup fat-free milk', '2 tsp. vanilla extract', '1 tsp. cinnamon', '2 eggs', '½ cup raisins (microwave with a teaspoon of water to plump)', 'For glaze:', '½ cup powdered sugar', '2 tsp. fat-free milk', '¼ tsp. vanilla extract']",151.0,30.0,3.5,1.8
60,Spinach and Egg White Omelet,https://www.eatyourselfskinny.com/spinach-and-egg-white-omelet/,"['3 egg whites', 'Handful of spinach (about ½ cup)', '½ cup onion', '4 or 5 grape tomatoes', 'Salt and pepper to taste']",70.0,3.7,11.7,0.0
61,"Zucchini, Squash & Ricotta Galette",https://www.eatyourselfskinny.com/zucchini-squash-ricotta-galette/,"['Crust:', '1½ cups whole wheat flour', '¼ tsp. sea salt', '8 Tbsp light butter cold', '2 oz. light cream cheese', '¼ cup of ice water adding an additional tablespoon if necessary', 'Filling:', '1 medium zucchini', '1 medium yellow summer squash', '1 clove garlic', '1 cup ricotta cheese', '1 Tbsp honey', '1 egg white', '1 Tbsp fresh thyme', '½ cup Parmesan cheese grated', '¼ cup mozzarella cheese shredded', 'Egg wash:', '1 egg yolk', '1 tsp. water', 'Topping:', '1 Tbsp olive oil', 'Fresh basil']",164.0,15.1,7.0,8.5
62,"Strawberries, Peaches, Basil & Orange Vinaigrette",https://www.eatyourselfskinny.com/strawberries-peaches-basil-orange-vinaigrette/,"['1 cup fresh orange juice', '2 or 3 packets Stevia', '1½ Tbsp champagne vinegar', '1 Tbsp extra-virgin olive oil', 'Dash of salt', '1½ cups fresh blueberries', '1 lb. fresh strawberries halved', '1 large peach cut into wedges', '¼ cup fresh basil leaves']",163.0,32.5,2.1,4.2
63,Whole Wheat Banana Waffles,https://www.eatyourselfskinny.com/whole-wheat-banana-waffles/,"['2 cups whole wheat flour', '2 eggs beaten', '1¾ cup skim milk', '½ cup unsweetened applesauce', '4 tsp. baking powder', '1 ripe banana mashed', '1½ packets Stevia (or 1 Tbsp sugar)', '¼ tsp. sea salt', '½ tsp. cinnamon', '¼ tsp. nutmeg', '1 tsp. vanilla extract']",214.0,40.3,10.2,2.6
64,Lemon Curd with Mixed Berries,https://www.eatyourselfskinny.com/lemon-curd-with-mixed-berries/,"['⅔ cup sugar', '½ cup fresh lemon juice', '¼ cup fresh orange juice', '⅛ tsp. salt', '6 large egg yolks', '3 Tbsp light butter cut into small pieces', '2 tsp. grated lemon zest', '1½ cups blueberries', '1½ cups raspberries', '3 Tbsp granola (I used Special K low-fat granola)']",174.0,24.4,2.7,7.0
65,Orange-Pecan Sweet Bread,https://www.eatyourselfskinny.com/orange-pecan-sweet-bread/,"['1¾ cups whole wheat flour', '1 tsp. baking powder', '½ tsp. baking soda', '¼ tsp. sea salt', '¼ tsp. ground nutmeg', '¼ tsp. cinnamon', '¼ tsp. allspice', '½ cup Stevia', '¾ cup fat-free milk', '1 Tbsp lemon juice', '¼ cup chopped pecans toasted', '3 Tbsp coconut oil', '3 Tbsp fresh orange juice', '2 tsp. orange zest', '2 large eggs', 'Cooking spray', 'For the glaze:', '½ cup powdered sugar', '2 tsp. fresh orange juice', '1½ tsp. chopped pecans toasted']",171.0,27.4,3.2,5.0
66,Lightened-Up Hot Cross Buns,https://www.eatyourselfskinny.com/lightened-up-hot-cross-buns/,"['½ cup golden raisins', '½ cup dried currants', '¼ cup warm orange juice', '4¼ cups all-purpose flour divided', '1 cup whole-grain pastry flour', '1 tsp. salt', '1 tsp. grated lemon zest', '1 tsp. grated orange zest', '½ tsp. ground cinnamon', '¼ tsp. grated whole nutmeg', '1 package quick-rise yeast', '1 cup warm fat-free milk', '¼ cup honey', '¼ cup unsalted light butter melted', '2 large eggs lightly beaten', 'Cooking spray', '1 Tbsp water', '1 large egg white', 'Glaze:', '1 cup powdered sugar', '1 Tbsp fat-free milk', '1 tsp. fresh lemon juice']",179.0,34.8,4.5,2.8
67,Baked Eggs in Tomato Cups,https://www.eatyourselfskinny.com/baked-eggs-in-tomato-cups/,"['4 large tomatoes', 'Salt and ground pepper to taste', '½ cup fresh or frozen corn kernels', '4 large eggs', '2 tsp. snipped fresh chives', '¼ cup grated Parmesan cheese']",138.5,11.7,9.9,6.0
68,Breakfast Casserole,https://www.eatyourselfskinny.com/breakfast-casserole/,"['12 oz. reduced-fat bulk pork sausage', '1 medium onion', '2 eggs', '4 egg whites', '2 cups fat-free milk', '1½ tsp. stone ground mustard', '1 tsp. salt', '¼ tsp. pepper', '8 slices firm whole wheat bread cubed', '2 cups (8 oz) shredded reduced-fat cheddar cheese']",211.0,13.0,15.0,11.0
69,Brie and Cherry Pastry Cups,https://www.eatyourselfskinny.com/brie-and-cherry-pastry-cups/,"['1 sheet frozen puff pastry thawed', '⅓ cup red cherry preserves', '4 oz. Brie cheese cut into 1 inch pieces', '¼ cup chopped pecans', '2 Tbsp chopped fresh chives']",60.0,5.0,1.0,4.0
70,Mini Bacon and Egg Tarts,https://www.eatyourselfskinny.com/mini-bacon-and-egg-tarts/,"['8 (1 oz) slices whole-wheat bread crusts removed', '½ cup fat-free milk', '4 large eggs lightly beaten', '2 Tbsp green onions chopped', '2 slices smoked bacon cooked and crumbled', '½ cup (2 oz) shredded sharp cheddar cheese']",316.0,31.2,18.3,8.8
71,Basil and Red Pepper Frittata,https://www.eatyourselfskinny.com/basil-and-red-pepper-frittata/,"['6 eggs', 'Handful of cheese (I used fat-free mozzarella and reduced-fat cheddar)', 'Splash of fat-free milk', '¼ cup chopped basil', '¼ cup chopped red bell pepper', '½ tsp. Mrs. Dash original blend']",81.8,1.1,13.4,4.3
72,Cranberry Oat and Honey Bread,https://www.eatyourselfskinny.com/cranberry-oat-and-honey-bread/,"['2½ cups whole wheat flour', '1 tsp. baking powder', '1 tsp. baking soda', '½ tsp. salt', '½ tsp. ground cinnamon', 'Dash of nutmeg', '1 cup quick cooking oats', '¾ cup honey', '⅓ cup plain Greek yogurt', '2 eggs', '½ cup fat-free milk', '2 cups fresh cranberries (or 1 cup dried)']",196.0,27.5,3.9,5.5
73,Spiced Eggnog Muffins,https://www.eatyourselfskinny.com/spiced-eggnog-muffins/,"['2¼ cups all-purpose flour', '½ cup Splenda sugar blend (or 1 cup sugar)', '2 tsp. baking powder', '½ tsp. ground nutmeg', '2 eggs lightly beaten', '1 cup eggnog with rum*', '½ cup light butter melted and cooled', '1 tsp. vanilla', '*If using non-alcoholic eggnog feel free to add ½ teaspoon of rum extract', 'Nutmeg-Streusel Topping', '⅓ cup all-purpose flour', '8 tsp. Splenda sugar blend (or ⅓ cup sugar)', '¼ tsp. ground nutmeg', '2 Tbsp light butter']",240.0,33.0,5.0,8.0
74,Sunrise Fruit Salad,https://www.eatyourselfskinny.com/sunrise-fruit-salad/,"['4 oz. light cream cheese', '6 oz. plain nonfat Greek yogurt', '1 Tbsp honey', '1 tsp. finely shredded lemon zest', '1 tsp. finely shredded orange zest', '1 medium orange peeled and sectioned', '3 medium kiwifruits peeled and sliced', '1 medium cantaloupe seeded peeled and cubed', '1 cup fresh blueberries']",131.0,23.0,5.0,3.0
75,Lemon Pound Cake Lightened-Up,https://www.eatyourselfskinny.com/secret-recipe-club-lemon-pound-cake-lightened-up/,"['2 cups all-purpose flour', '1 tsp. baking powder', '½ tsp. salt', '1 (8 oz) block of fat-free cream cheese softened at room temperature', '½ cup (1 stick) of light butter softened', '½ cup fat-free plain greek yogurt', '1 Tbsp fresh lemon zest (about 1 lemon)', '½ cup Splenda Sugar Blend (or 1 cup sugar)', '4 eggs brought to room temperature', '1 tsp. vanilla extract']",162.0,22.2,3.8,6.7
76,Skinny Pumpkin Pie Cups,https://www.eatyourselfskinny.com/skinny-pumpkin-pie-cups/,"['¼ cup coarsely crushed cornflakes', '¼ cup + 1 Tbsp packed brown sugar divided', '1 tsp. ground cinnamon divided', '¼ tsp. + ⅛ tsp. ground ginger divided', '¾ cup fat-free milk', '¾ cup solid-pack pumpkin', '2 Tbsp corn syrup', '1 tsp. cornstarch', '¼ tsp. ground nutmeg', '⅓ cup cholesterol-free egg substitute']",172.0,37.0,6.0,0.0
77,Cinnamon Apple Muffins,https://www.eatyourselfskinny.com/cinnamon-apple-muffins/,"['1½ cups all-purpose flour', '¼ cup Splenda Sugar Blend (or ½ cup sugar)', '1¾ tsp. baking powder', '½ tsp. salt', '½ tsp. ground cinnamon', '⅛ tsp. ground nutmeg', '1 egg', '½ cup fat-free milk', '3 Tbsp canola oil', '3 Tbsp unsweetened applesauce', '1 medium McIntosh apple peeled and grated', 'Topping:', '¼ cup packed brown sugar', '1 Tbsp all-purpose flour', '2 Tbsp. cold butter', '½ cup quick-cooking oats']",190.0,28.0,3.0,7.0
78,Pumpkin Butter,https://www.eatyourselfskinny.com/secret-recipe-club-pumpkin-butter/,"['1 can (29 oz) pumpkin puree', '1 cup brown sugar', '¾ cup water', '1 tsp. vanilla extract', '1 tsp. cinnamon', '1 tsp. ground ginger', '1 tsp. ground nutmeg', '⅛ tsp. allspice']",88.2,27.3,1.0,0.3
79,Cranberry-Oatmeal Bars,https://www.eatyourselfskinny.com/cranberry-oatmeal-bars/,"['1 cup all-purpose flour (4 oz)', '1 cup quick-cooking oats', '½ cup packed brown sugar', '¼ tsp. salt', '¼ tsp. baking soda', '¼ tsp. ground cinnamon', '6 Tbsp butter melted', '3 Tbsp orange juice', 'Cooking spray', '1⅓ cups dried cranberries (6 oz)', '¾ cup light sour cream', '½ cup granulated sugar', '2 Tbsp all-purpose flour', '1 tsp. vanilla extract', '½ tsp. grated orange rind', '1 large egg white lightly beaten']",133.0,21.9,1.5,4.6
80,Chocolate-Covered Strawberry Shake,https://www.eatyourselfskinny.com/chocolate-covered-strawberry-shake/,"['1 packet of chocolate Shakeology powder', '½ cup frozen or fresh strawberries', '½ cup water', '½ cup nonfat milk soy or almond milk', 'Ice to taste']",214.0,29.0,22.2,1.2
81,Raspberry-Lemon Yogurt Bread,https://www.eatyourselfskinny.com/raspberry-lemon-yogurt-bread/,"['2 cups all-purpose flour', '⅔ cup + 1 Tbsp sugar divided', '1 tsp. baking powder', '1 tsp. baking soda', '½ tsp. salt', '1 cup fat-free lemon yogurt', '2 large eggs lightly beaten', '4 Tbsp unsalted light butter melted and slightly cooled', 'Grated zest of 1 lemon', '1 tsp. vanilla extract', '2 cups fresh raspberries']",239.0,40.0,5.0,6.0
82,Strawberry Granola Squares,https://www.eatyourselfskinny.com/spread-the-love/,"['1½ cups granola of your choice', '¾ cup all-purpose flour', '⅓ cup packed brown sugar', '½ tsp. ground cinnamon', '5 Tbsp cold butter', '1 cup strawberry preserves (such as Smuckers)']",174.5,30.0,2.0,5.5
83,Blueberry Lemon Bread,https://www.eatyourselfskinny.com/blueberry-lemon-bread/,"['1½ cups all-purpose flour', '1 tsp. baking powder', '¼ tsp. salt', '6 Tbsp unsalted butter room temperature', '6 Tbsp Stevia (or ¾ cup white sugar)', '2 large eggs', '½ tsp. pure vanilla extract', '1 Tbsp grated lemon zest (about 1 lemon)', '½ cup fat-free milk', '1 cup fresh blueberries', 'Lemon Glaze:', ""¾ cup confectioner's sugar"", '2 Tbsp fresh lemon juice']",159.0,21.0,3.2,7.0
84,Cinnamon Bubble Buns,https://www.eatyourselfskinny.com/cinnamon-bubble-buns/,"['For the dough:', '1 package active dry yeast (2¼ tsp)', '¼ cup warm water', '3 Tbsp. unsalted light butter melted', '⅔ cup low-fat sour cream', '3 Tbsp. sugar', '1 large egg', '1 tsp. vanilla extract', '2½ cups all-purpose flour plus more for kneading', '½ tsp. salt', '¼ tsp. baking soda', 'For the cinnamon-sugar coating:', '⅔ cup packed light brown sugar', '2 tsp. cinnamon', '6 Tbsp. unsalted light butter melted', 'For the vanilla glaze:', '1¼ cups powdered sugar', '1 Tbsp. unsalted light butter melted', '1 Tbsp. milk', '1 tsp. vanilla extract']",0,0,0,0
85,Cinnamon and Sugar Muffins,https://www.eatyourselfskinny.com/cinnamon-and-sugar-muffins/,"['6 Tbsp. Splenda sugar blend (or ¾ cup sugar)', '1 large egg', '1½ cups flour', '2 tsp. baking powder', '1 tsp. cinnamon', '¼ tsp. salt', '¼ tsp. ground nutmeg', '¼ cup vegetable oil', '¾ cup fat-free milk', '1½ tsp. vanilla', '4½ packets Stevia (or 3 Tbsp. sugar)', '1 tsp. cinnamon']",108.0,12.0,3.0,5.0
86,Sweet French Toast,https://www.eatyourselfskinny.com/sweet-french-toast/,"[""2 or 3 eggs (depending on how much you're making)"", '2 Tbsp. skim milk', '1 tsp. cinnamon (or more I usually just eye ball it)', '½ tsp. vanilla extract', '4 slices of bread your choice']",135.0,15.0,5.0,5.0
