,Name,Url,Ingredients,Calories,Carbs Grams,Protein Grams,Fat Grams
51,Lemony Chickpea and Tuna Salad,https://www.eatyourselfskinny.com/lemony-chickpea-and-tuna-salad/,"['2 (15.5 oz) cans chickpeas rinsed and roughly chopped', '2 to 3 roma tomatoes chopped', '½ red onion finely chopped', '1 bunch flat leaf parsley finely chopped', '½ bunch mint finely chopped', '½ tsp. lemon zest', '3 Tbsp lemon juice', '1 Tbsp olive oil', '1 clove garlic minced', 'Salt and pepper to taste', '2 (5 oz) cans chunk-light tuna in water drained']",280.0,36.0,21.4,5.7
52,Tilapia Tacos with Peach Mango Salsa,https://www.eatyourselfskinny.com/tilapia-tacos-with-peach-mango-salsa/,"['3 (4 oz) tilapia fillets', '3 Tbsp olive oil', '2 Tbsp fresh lemon juice', '1 Tbsp fresh parsley minced', '1 clove garlic minced', '1 tsp. dried basil', '1 tsp. black pepper', '½ tsp. salt', '¾ cup peach mango salsa (2 Tbsp on each taco)', '6 corn tortillas', '½ cup fresh cilantro leaves']",200.0,14.7,16.6,9.0
53,"Roasted Sweet Potato, Quinoa and Kale Salad",https://www.eatyourselfskinny.com/roasted-sweet-potato-quinoa-and-kale-salad/,"['2 medium sweet potatoes peeled and cubed', '1 Tbsp olive oil', '1 tsp. garlic powder', '½ tsp. onion powder', '½ tsp. oregano', '½ tsp. chipotle chili powder', '½ cup uncooked quinoa', '3 cups kale or mixed greens', '¼ cup dried cranberries', 'For the dressing:', '1 Tbsp red wine vinegar', '1 Tbsp apple cider vinegar', '2 Tbsp olive oil', '1 tsp. minced shallots', '1 Tbsp honey']",200.0,29.2,4.3,8.0
54,Rosemary & Garlic Cauliflower Mash,https://www.eatyourselfskinny.com/rosemary-garlic-cauliflower-mash/,"['1 head cauliflower chopped', '¼ cup chicken stock', '1 Tbsp plain Greek yogurt', '1 Tbsp olive oil', '2 cloves garlic chopped', '2 Tbsp grated Parmesan cheese', '1 wedge Laughing cow cheese (I used garlic and herb)', 'Pinch of sea salt', '¼ tsp. pepper', '½ tsp. fresh rosemary chopped']",91.0,8.2,5.0,5.1
55,Veggie Pizza Rolls,https://www.eatyourselfskinny.com/veggie-pizza-rolls/,"['1 roll refrigerated pizza dough (or you can make your own)', '8 oz. mozzarella cheese diced', '½ red onion chopped', '½ green bell pepper chopped', '½ yellow bell pepper chopped', '1 Tbsp butter melted', '½ tsp. garlic powder', '½ tsp. dried Italian seasoning', 'Marinara/pizza sauce for dipping']",147.0,14.2,7.0,6.0
56,Margarita Shrimp Skewers,https://www.eatyourselfskinny.com/margarita-shrimp-skewers/,"['1 lb. shrimp peeled and deveined', '3 Tbsp fresh lime juice', '½ tsp. fresh lime zest', '1 Tbsp olive oil', '2 tsp. tequila', '2 cloves garlic minced', '3 Tbsp fresh cilantro chopped', '¼ tsp. sea salt', 'Pinch of cayenne pepper', '12 bamboo skewers soaked']",106.0,1.3,15.3,3.4
57,Healthy Bruschetta Chicken,https://www.eatyourselfskinny.com/bruschetta-chicken/,"['3 or 4 chicken breasts', '4 or 5 small tomatoes chopped', '1 clove garlic minced', '½ small red onion chopped', '1 tsp. olive oil', '1 tsp. balsamic vinegar', '⅛. tsp sea salt', 'Handful basil chopped']",176.0,8.1,27.6,4.3
58,Southwest Quinoa Burgers,https://www.eatyourselfskinny.com/southwest-quinoa-burgers/,"['½ cup uncooked quinoa', '1 Tbsp olive oil', '½ red onion chopped', '½ red bell pepper chopped', '2 cloves garlic minced', '1 (15 oz) can black beans rinsed and drained', '1 jalapeno seeded and chopped', '⅓ cup corn', '1 Tbsp fresh lime juice', '1 egg', '1 Tbsp tomato paste', '½ cup rolled oats', '1 Tbsp cumin', '¾ tsp. sea salt', '½ tsp. pepper', 'Handful cilantro chopped']",238.0,23.3,7.0,2.9
59,Lemon Chicken with Thyme,https://www.eatyourselfskinny.com/lemon-chicken-with-thyme/,"['3 or 4 chicken breasts', 'Juice of 2 lemons', 'Zest of one lemon', '2 cloves garlic minced', '1 Tbsp fresh thyme', '1 tsp. pepper', '½ tsp. sea salt']",150.0,2.4,25.0,4.0
60,Summer Quinoa Salad,https://www.eatyourselfskinny.com/summer-quinoa-salad-2/,"['1 cup uncooked quinoa', '1 red onion chopped', '7-8 sweet peppers chopped', '1 cup broccoli', '1 cup corn', '1 can black beans rinsed', 'Juice of 2 lemons', '1 Tbsp balsamic vinegar', '1 Tbsp olive oil', '½ tsp black pepper', '½ tsp sea salt', 'Pinch of red pepper flakes', '1 packet Stevia', 'Handful fresh basil chopped']",112.0,19.9,4.5,1.9
61,Whole Wheat Pita Bread Pizza,https://www.eatyourselfskinny.com/whole-wheat-pita-bread-pizza/,"['For the pizza:', '4 whole-wheat pita breads (about 7½ inches)', '1 yellow bell pepper seeds removed and julienned', '3 oz. fresh mozzarella grated', 'Fresh basil sliced', 'For the sauce:', '¼ tsp. olive oil', '1 yellow onion chopped', '2 cloves garlic minced', '½ tsp. dried oregano', '½ tsp. dried basil', '¼ tsp. red pepper flakes', '1 bay leaf', '½ of a 28 oz. can whole peeled tomatoes roughly chopped', '¼ cup tomato paste']",275.0,43.6,13.7,6.4
62,Chickpea and Tomato Salad,https://www.eatyourselfskinny.com/chickpea-and-tomato-salad/,"['2 pints of grape tomatoes halved', '1 can chickpeas drained and rinsed', 'Handful of fresh basil chopped', '3 cloves garlic minced', '1 Tbsp red wine vinegar', '1 Tbsp apple cider vinegar', '2 tsp. olive oil (just a drizzle)', '½ Tbsp honey', '¼ tsp. sea salt']",161.0,24.3,7.4,4.2
63,Better-than-Chipotle Bowl,https://www.eatyourselfskinny.com/better-than-chipotle-bowl/,"['1 onion chopped', '1 garlic clove chopped', '1 Tbsp lime zest', '3 Tbsp lime juice (about one lime)', '¼ tsp. sea salt', '4 Roma tomatoes chopped', '1 cup orange red yellow bell pepper chopped', '1 jalapeno seeded and diced', '1 cup black beans', '1 cup frozen corn', '½ cup cilantro roughly chopped', '2 tsp. olive oil']",145.0,26.2,6.7,1.4
64,BBQ Chicken Quinoa Salad,https://www.eatyourselfskinny.com/bbq-chicken-quinoa-salad/,"['1 cup cooked quinoa', '½ cup frozen or fresh corn thawed', '½ cup black beans rinsed and drained', '1 cup shredded chicken cooked', '2 Tbsp barbeque sauce of your choice', '½ avocado chopped', '2 green onions chopped', 'Salt and pepper to taste', 'Cilantro as garnish']",201.0,26.8,11.4,5.4
65,Skinny Buffalo Chicken Bites,https://www.eatyourselfskinny.com/skinny-buffalo-chicken-bites/,"['3 cups shredded cooked chicken', '⅓ cup favorite hot sauce', '3½ oz. fat-free cream cheese softened', '1 cup shredded cheddar cheese', '¼ cup green onions chopped', ""½ cup all-purpose flour (you won't use all of it)"", '2 eggs lightly beaten', '3 cups Corn Flakes cereal crushed']",126.0,9.3,11.9,4.0
66,Vegan Sweet Potato and Lentil Soup,https://www.eatyourselfskinny.com/vegan-sweet-potato-and-lentil-soup/,"['2 Tbsp safflower oil', '1 medium onion diced', '2 small tomatoes diced', '1 tsp fresh ginger minced', '1½ tsp. turmeric', '1 tsp. cumin', '1 tsp. ground coriander', '½ tsp. cinnamon', '⅛ tsp. cayenne pepper', 'Pinch of sea salt', '2-3 medium sweet potatoes peeled and cut into ¾-inch cubes', '7 cups vegetable broth', '1 cup brown lentils rinsed', '1 cup baby spinach or kale']",123.0,16.2,4.0,4.6
67,Margherita Panini,https://www.eatyourselfskinny.com/margherita-panini/,"['2 slices whole wheat or panini bread', '1 slice mozzarella cheese', '2 or 3 slices of fresh tomato', '2 or 3 basil leaves', '1 tsp. olive oil']",280.0,38.0,12.0,12.0
68,Skinny Chicken Pot Pies,https://www.eatyourselfskinny.com/skinny-chicken-pot-pies/,"['1 cup fat-free half and half', '1 cup fat-free chicken broth', '3 Tbsp. all-purpose flour', '1 tsp. poultry seasoning', '1 tsp. thyme', '2 cups roasted skinless chicken breast cubed', '1 (10 oz) package frozen mixed veggies', '4 green onions chopped', '1 tsp. salt', '¼ tsp. pepper', '1 can (7.5 oz) refrigerated reduced-fat biscuits']",286.0,36.0,24.0,4.0
69,Lightened-Up Shepherd’s Pie,https://www.eatyourselfskinny.com/lightened-up-shepherds-pie/,"['1 lb. ground turkey or beef', '1 medium onion diced', '2 cloves garlic minced', '2 large carrotschopped', '½ cup mushrooms chopped', '1 Tbsp chopped fresh rosemary divided', '1 Tbsp chopped fresh sage divided', '1 Tbsp chopped fresh thyme divided', '½ cup + 2 Tbsp chicken stock', '1 Tbsp potato starch', '½ head cauliflower chopped', '1 egg', 'Salt and pepper to taste']",147.0,10.9,17.5,6.0
70,Tuna Rigatoni with Sun-Dried Tomatoes,https://www.eatyourselfskinny.com/tuna-rigatoni-with-sun-dried-tomatoes/,"['8 oz. whole wheat rigatoni', '½ cup shredded Parmesan cheese divided', '½ cup sun-dried tomatoes packed in oil drained and chopped', '½ cup chopped fresh parsley divided', '1 Tbsp olive oil', '2 Tbsp lemon juice', '2 garlic cloves minced', '½ tsp. crushed red pepper flakes', '1 pouch chunk light tuna']",330.0,46.3,16.5,6.0
71,Olive Garden Inspired Minestrone Soup,https://www.eatyourselfskinny.com/olive-garden-inspired-minestrone-soup/,"['2 Tbsp olive oil', '1 small onion chopped', '¼ cup zucchini chopped', '½ cup frozen cut green beans', '¼ cup celery minced', '2 cloves garlic minced', '4 cups vegetable broth', '1 (15 oz) can red kidney beans drained', '1 (15 oz) can small white beans drained', '½ (14 oz) can diced tomatoes', '½ cup carrots julienned', '2 Tbsp fresh parsley minced', '1 tsp. dried oregano', '1 tsp. salt', '½ tsp. black pepper', '½ tsp. dried basil', '¼ tsp. dried thyme', '1½ cups hot water', '3 cups fresh baby spinach', '⅓ cup small pasta shells']",190.0,30.4,8.9,4.0
72,Mashed Sweet Potatoes with Sautéed Apples,https://www.eatyourselfskinny.com/mashed-sweet-potatoes-with-sauteed-apples/,"['4 to 5 medium sweet potatoes peeled and cut into 1-inch pieces', '1 Tbsp olive oil', '2 Tbsp brown sugar', '5 medium Golden Delicious apples peeled cored and cut into 6 wedges', '¾ to 1 cup reduced-sodium chicken broth', '1 tsp. salt', '⅛ tsp. ground black pepper', '½ tsp. nutmeg', 'Pinch of cinnamon to taste']",140.0,32.5,1.2,1.2
73,"Arugula, Fig & Blue Cheese Salad",https://www.eatyourselfskinny.com/arugula-fig-blue-cheese-salad/,"['1 pint fresh figs quartered', '2 bags arugula', '¼ cup crumbled blue cheese', '3 Tbsp balsamic vinegar', '1 tsp. Dijon mustard', '3 Tbsp olive oil', 'Salt and pepper to taste']",219.0,25.5,2.5,10.0
74,Glazed Butternut Squash with Sage & Toasted Pecans,https://www.eatyourselfskinny.com/glazed-butternut-squash-with-sage-toasted-pecans/,"['1 large butternut squash peeled and cut into 2-inch pieces (about 4 cups)', '½ cup apple cider', '¼ cup water', '1 Tbsp honey', '2 tsp. sugar in the raw', '1 tsp. salt', '½ tsp. pepper', '¼ cup chopped pecans toasted', '1 Tbsp fresh sage chopped', '1 tsp. fresh thyme']",166.0,32.7,2.5,4.8
75,Lightened-Up Green Bean Casserole,https://www.eatyourselfskinny.com/lightened-up-green-bean-casserole/,"['1½ pounds fresh green beans trimmed', '2 Tbsp light butter', '¼ cup all-purpose flour', '1½ cups fat-free milk', '½ cup nonfat buttermilk', '1 Tbsp Ranch dressing mix', '2 tsp. fresh thyme', '¼ tsp. salt', '¼ tsp. black pepper', '1 tsp. light butter', '1 (8 oz) package sliced fresh mushrooms', '1 cup French onions crushed', '½ cup whole wheat panko', 'Handful of dried cranberries if desired']",168.0,18.5,5.7,8.4
76,Creamy Butternut Squash Macaroni & Cheese,https://www.eatyourselfskinny.com/creamy-butternut-squash-macaroni-cheese/,"['3 cups cubed peeled butternut squash', '1¼ cups fat-free lower sodium chicken broth', '1½ cups fat-free milk', '2 garlic cloves minced', '2 Tbsp plain fat-free Greek yogurt', '1 tsp. salt', '½ tsp. black pepper', '1 cup shredded Gruyere cheese', '1 cup grated pecorino Romano cheese', '1 box (1 lb) uncooked elbow noodles', '½ cup whole wheat panko breadcrumbs', 'Fresh parsley garnish as desired']",354.0,55.0,16.2,8.0
77,Spring Herb Quinoa Patties,https://www.eatyourselfskinny.com/spring-herb-quinoa-patties/,"['2 cups cooked quinoa', '2 eggs', '2 Tbsp green onion chopped', '2 Tbsp fresh mint chopped', '2 Tbsp parsley chopped', '½ cup grated cheese I used Gruyere cheese', '½ cup whole wheat bread crumbs', '¼ tsp. sea salt']",130.0,15.3,6.5,4.4
78,"Sausage, Sage and Apple Stuffing",https://www.eatyourselfskinny.com/sausage-sage-and-apple-stuffing/,"['8 cups sourdough bread 1-inch cubes', '6 oz. mild Italian sausage', '1½ cups onion chopped', '1¼ cups fennel bulb chopped', '1 cup celery chopped', '3 cups chopped peeled Golden Delicious apple (about 2)', '6 garlic cloves minced', '3 Tbsp fresh sage chopped', '⅓ cup fresh flat-leaf parsley chopped', '1¼ cups chicken stock', '¼ cup apple cider', '2 large eggs lightly beaten', '½ tsp. black pepper']",166.0,22.1,7.0,6.0
79,Gingered Pumpkin Soup,https://www.eatyourselfskinny.com/gingered-pumpkin-soup/,"['1 Tbsp light butter', '2 (15 oz) cans pumpkin', '2 (14 oz) cans low sodium chicken broth', '½ cup fat-free milk', '¼ cup pure maple syrup', '¼ tsp. ground ginger', 'Salt and pepper to taste', 'Pepitas and brown sugar as garnish']",85.0,16.6,1.9,0.9
80,Rosemary and Sweet Potato Tart,https://www.eatyourselfskinny.com/rosemary-and-sweet-potato-tart/,"['1 sheet frozen puff pastry thawed', 'Flour for surface', '½ cup grated Gouda cheese', '¼ cup chopped walnuts toasted', 'Fresh rosemary and thyme as desired', 'For caramelized sweet potatoes:', '2 small sweet potatoes peeled and cut into ¼-inch thick rounds', '2 Tbsp olive oil', '1 Tbsp garlic minced', '½ cup of dry white wine', '¾ cup of low-sodium chicken stock', '1 Tbsp packed dark-brown sugar', '½ tsp. sea salt']",180.0,12.8,0.8,11.0
81,Broccoli Grape Harvest Salad,https://www.eatyourselfskinny.com/broccoli-grape-harvest-salad/,"['½ (16 oz) box whole wheat farfalle (bow-tie) pasta', '1 lb. fresh broccoli', '½ cup light mayonnaise', '½ cup plain Greek yogurt', '2 packets Stevia', '⅓ cup diced red onion', '⅓ cup red wine vinegar', '1 tsp. sea salt', '2 cups seedless red grapes', '6 cooked turkey bacon slices crumbled', '¼ cup chopped pecans']",244.0,41.2,7.0,5.5
82,Tomato-Basil Soup,https://www.eatyourselfskinny.com/tomato-basil-soup/,"['1 Tbsp olive oil', '1½ cups chopped onion', '3 garlic cloves chopped', '¾ cup fresh basil chopped', '1 (28 oz) can fire-roasted diced tomatoes undrained', '½ cup (4 oz) ⅓-less fat cream cheese cut into cubes', '1½ cups fat-free milk', '¼ tsp. salt', '¼ tsp. pepper']",173.0,15.9,6.1,9.3
83,Butternut Squash and Arugula Salad,https://www.eatyourselfskinny.com/butternut-squash-and-arugula-salad/,"['2 lb. butternut squash', '1 Tbsp olive oil', '1 (15.5 oz) can cannellini beans drained and rinsed', '2 cups fresh corn kernels', '½ small red onion sliced', '½ cup chopped fresh basil', '3 cups arugula', '2 Tbsp balsamic vinegar', '¼ cup olive oil', '1 large shallot minced', '1 tsp. garlic minced', '½ Tbsp organic brown sugar', '¼ tsp. sea salt', '¼ tsp. black pepper']",164.0,20.4,4.2,8.6
84,Champagne Vinaigrette,https://www.eatyourselfskinny.com/champagne-vinaigrette/,"['¼ cup Champagne vinegar', '2 Tbsp agave nectar', '1 Tbsp fresh lemon juice', '½ tsp. organic Dijon mustard', '½ cup olive oil', 'Salt and pepper to taste']",93.0,3.4,0.0,9.0
85,Summer Veggie Potato Salad,https://www.eatyourselfskinny.com/summer-veggie-potato-salad/,"['1 lb. baby red potatoes', '1 cup frozen corn thawed (or 2 ears cooked corn)', '4 roma tomatoes sliced', '¼ cup fresh basil chopped', '½ cup crumbled feta cheese', 'For the dressing:', '¼ cup olive oil', '3 Tbsp balsamic vinegar', '1 Tbsp finely chopped shallot', '½ tsp. Dijon mustard', '1 packet Stevia', '¼ tsp. sea salt', '¼ tsp. black pepper']",164.0,17.0,4.0,9.0
86,Chipotle Shrimp Cocktail,https://www.eatyourselfskinny.com/chipotle-shrimp-cocktail/,"['1 large red onion', '1 medium red bell pepper', '1 medium yellow bell pepper', '2 lb. peeled and deveined large cooked shrimp with tails', '1 cup ketchup', '½ cup chopped fresh cilantro', '½ cup fresh lime juice', '3 Tbsp. orange zest', '½ cup fresh orange juice', '2 to 3 canned chipotle peppers in adobo sauce chopped']",152.0,16.1,17.6,1.5
87,Caramelized Peaches with Fresh Rosemary,https://www.eatyourselfskinny.com/caramelized-peaches-with-fresh-rosemary/,"['2 Tbsp olive oil', '¼ cup raw honey', '4 ripe medium peaches halved and pitted', '2 Tbsp fresh orange juice', '2 tsp. fresh rosemary snipped']",195.0,32.0,2.1,6.5
88,Fettuccini with Tomato-Cream Sauce,https://www.eatyourselfskinny.com/fettuccini-with-tomato-cream-sauce/,"['8 oz. uncooked fettuccine', '4 quarts boiling water', '½ tsp. salt divided', '1 Tbsp olive oil', '3 Tbsp coarsely chopped garlic', '1 (28 oz) can whole peeled tomatoes drained and crushed', '3 oz. fat-free cream cheese', '¼ tsp. crushed red pepper', '¼ cup small fresh basil leaves', '½ oz. shredded Parmesan cheese']",383.0,52.7,12.9,8.0
89,Southwest Flank Steak with Peach Salsa,https://www.eatyourselfskinny.com/southwest-flank-steak-with-peach-salsa/,"['Southwest Flank Steak:', '3 Tbsp. packed brown sugar', '3 Tbsp. chili powder', '4½ tsp. ground cumin', '1 Tbsp. garlic powder', '1 Tbsp. cider vinegar', '1½ tsp. Worcestershire sauce', '½ tsp. cayenne pepper', '1 beef flank steak (1½ lbs.)', 'Peach Salsa:', '¾ cup chopped peeled fresh peaches', '1 small red bell pepper chopped', '1 jalapeno pepper seeded and chopped', '2 Tbsp. finely chopped red onion', '2 Tbsp. minced fresh cilantro', '1 Tbsp. lime juice', '1 garlic clove minced', '⅛ tsp. salt', '⅛ tsp. pepper']",250.0,18.2,23.7,9.4
90,Lemon and Cinnamon Sweet Potatoes,https://www.eatyourselfskinny.com/lemon-and-cinnamon-sweet-potatoes/,"['3 sweet potatoes', '1½ cups apple juice', '⅓ cup agave nectar', '1 tsp. nutmeg', '1 tsp. cinnamon', '1 tsp. grated lemon zest', '½ tsp. sea salt', '3 Tbsp extra virgin olive oil', 'Juice of one half lemon']",148.0,33.0,1.0,7.0
91,Quinoa Stuffed Bell Peppers,https://www.eatyourselfskinny.com/quinoa-stuffed-bell-peppers/,"['1 medium onion chopped', '1 Tbsp olive oil', '2 ribs celery chopped', '1 Tbsp ground cumin', '2 cloves garlic minced', '1 jalapeno seeded and chopped', '1 (15 oz) can diced tomatoes drained liquid reserved', '1 (15 oz) can black beans rinsed drained', '¾ cup quinoa', '1½ cups water', '1 cup Trader Joes Pepper Jack cheese', '4 large red bell peppers halved lengthwise ribs removed', 'Salt and pepper']",214.0,27.2,13.7,7.8
92,"Zucchini, Squash & Ricotta Galette",https://www.eatyourselfskinny.com/zucchini-squash-ricotta-galette/,"['Crust:', '1½ cups whole wheat flour', '¼ tsp. sea salt', '8 Tbsp light butter cold', '2 oz. light cream cheese', '¼ cup of ice water adding an additional tablespoon if necessary', 'Filling:', '1 medium zucchini', '1 medium yellow summer squash', '1 clove garlic', '1 cup ricotta cheese', '1 Tbsp honey', '1 egg white', '1 Tbsp fresh thyme', '½ cup Parmesan cheese grated', '¼ cup mozzarella cheese shredded', 'Egg wash:', '1 egg yolk', '1 tsp. water', 'Topping:', '1 Tbsp olive oil', 'Fresh basil']",164.0,15.1,7.0,8.5
93,Grilled Honey-Orange Chicken Salad,https://www.eatyourselfskinny.com/grilled-honey-orange-chicken-salad/,"['3 skinless boneless chicken breast halves', '4 cups salad greens', '1 medium red bell pepper thinly sliced', '2 medium oranges peeled and sectioned', 'Sliced almonds toasted', 'For the marinade:', '2 tsp. orange zest', '⅓ cup fresh orange juice', '4 cloves garlic minced', '2 Tbsp honey', '1½ tsp. dried thyme (or savory)', 'For the dressing:', '2 Tbsp olive oil', '2 Tbsp white wine vinegar', '2 Tbsp fresh orange juice', '2 cloves garlic minced', '1½ tsp. shallots finely chopped', 'Salt and pepper to taste']",273.0,13.4,35.6,7.9
94,Spicy Shrimp with Cilantro and Lime,https://www.eatyourselfskinny.com/spicy-shrimp-with-cilantro-and-lime/,"['¾ tsp. sea salt', '1 tsp. paprika', '½ tsp. ground cumin', '½ tsp. curry powder', '⅛ tsp. cayenne pepper', '⅛ tsp. cinnamon', '2 lb. large shrimp peeled and deveined', 'Garnish with chopped cilantro and lime wedges']",180.0,0.5,34.5,3.0
95,Balsamic Caprese Skewers,https://www.eatyourselfskinny.com/balsamic-caprese-skewers/,"['30 cherry tomatoes', '30 mozzarella balls patted dry with a paper towel', 'Basil leaves', 'Pepper', 'Balsamic vinegar']",58.0,3.0,3.5,3.7
96,Lemon and Garlic Shrimp with Chickpeas,https://www.eatyourselfskinny.com/lemon-and-garlic-shrimp-with-chickpeas/,"['2 (15 oz) cans chickpeas drained and rinsed', '1½ pounds shrimp peeled with tails intact', '2 Tbsp olive oil', '3 Tbsp lemon juice (1 lemon)', '3 cloves garlic minced', '1 tsp. grated lemon zest', '½ tsp. red pepper flakes', '½ cup parsley chopped', '1½ tsp. sea salt', '1 lemon sliced']",186.0,16.3,15.6,6.4
97,Chipotle Chicken Tortilla Soup,https://www.eatyourselfskinny.com/chipotle-chicken-tortilla-soup/,"['1 Tbsp olive oil', '1½ tsp. minced garlic', '2 chicken breasts cooked and shredded', '1 tsp. chipotle chile powder', '1 tsp. ground cumin', '1 cup water', '¼ tsp. sea salt', '1 (14 oz) can fat-free low-sodium chicken broth', '1 (14.5 oz) can stewed tomatoes', '¼ cup fresh cilantro', '1 lime cut into 4 wedges', '2 (6-inch) tortillas cut into strips', 'Cooking spray']",228.0,21.8,22.9,5.4
98,Lemony Chickpea Salad,https://www.eatyourselfskinny.com/lemony-chickpea-salad/,"['1 Tbsp fresh parsley chopped', '1 Tbsp fresh lemon juice', '1 Tbsp extra-virgin olive oil', '⅛ tsp. crushed red pepper', '1 small garlic clove minced', '1 (15 oz.) can chickpeas rinsed and drained']",117.0,16.7,3.6,4.2
99,"Sweet Cucumber, Red Onion & Dill Salad",https://www.eatyourselfskinny.com/sweet-cucumber-red-onion-dill-salad/,"['¼ cup white wine vinegar', '1 packet Stevia (or 2 tsp. sugar)', '¼ tsp. sea salt', '2 English cucumbers peeled cut in half lengthwise sliced', '½ red onion thinly sliced', '2 Tbsp chopped fresh dill']",33.0,10.2,3.1,0.0
100,"Pita Bread Salad with Cucumber, Mint & Feta",https://www.eatyourselfskinny.com/pita-bread-salad-with-cucumber-mint-feta/,"['2 small whole wheat pita breads (cut into 1-inch squares)', '3 Tbsp white wine vinegar', '¼ cup extra-virgin olive oil', 'Pinch of sea salt', '3 stalks celery cut into ½-inch dice', '1 cucumber peeled seeded and cut into ½-inch dice', '1 bunch fresh mint trimmed and thinly sliced', '½ bunch watercress trimmed', '6 oz. light feta cheese crumbled (I found this at Trader Joes)', 'Pepper to taste']",159.0,8.6,6.3,11.0
101,Spicy Basil Chicken,https://www.eatyourselfskinny.com/spicy-basil-chicken/,"['2 tsp. olive oil', '¼ cup minced shallots', '3 garlic cloves thinly sliced', '4 skinless boneless chicken breasts cut into 1-inch pieces', '1 Tbsp fish sauce', '1 packet Stevia', '2 tsp. lower-sodium soy sauce', '1¼ tsp. chili paste with garlic', '1 tsp. water', '½ tsp. cornstarch', '⅛ tsp. sea salt', '⅓ cup sliced basil leaves']",291.0,5.6,31.3,15.2
102,Herb Crusted Pork Chops,https://www.eatyourselfskinny.com/herb-crusted-pork-chops/,"['4 boneless pork chops fat trimmed', '2 Tbsp Dijon mustard', '½ cup whole wheat Panko breadcrumbs', '1 Tbsp fresh thyme chopped', '1 Tbsp fresh parsley minced', '⅛ tsp. sea salt', '⅛ tsp. pepper', '1 Tbsp olive oil']",210.0,5.1,24.5,9.4
103,Chipotle Chicken Croquettes with Spicy Mustard Sauce,https://www.eatyourselfskinny.com/chipotle-chicken-croquettes-with-spicy-mustard-sauce/,"['2 Tbsp butter divided', '⅓ cup minced red bell pepper', '⅓ cup minced orange bell pepper', '⅓ cup minced onion', '3 cups chopped cooked chicken', '1½ cups whole wheat panko breadcrumbs', '½ cup light mayonnaise', '2 large eggs lightly beaten', '2 Tbsp Saucy Mama Chipotle Mustard', '1 Tbsp Worcestershire sauce', '1 tsp. Mrs. Dash southwest chipotle seasoning', '1 tsp. seasoned salt', 'Spicy Mustard Sauce:', '1 clove garlic minced', '½ cup light mayonnaise', '½ cup light sour cream', '1 Tbsp Saucy Mama Chipotle Mustard', '1 Tbsp lime juice', '1 tsp. Mrs. Dash southwest chipotle seasoning']",184.0,9.5,16.4,8.0
104,Margherita Pizza,https://www.eatyourselfskinny.com/margherita-pizza/,"['For the dough:', '½ tsp. active dry or instant yeast', '2 cups all-purpose flour', '½ tsp. salt', '3 Tbsp extra virgin olive oil', '¾ cup warm water', 'For the pizza:', '1 tsp. extra virgin olive oil', '1 garlic clove halved', '4 plum tomatoes thinly sliced', '1 cup (4 oz) fat free mozzarella cheese shredded', '1 tsp. balsamic vinegar', '½ fresh basil chopped', '⅛ tsp. salt', '⅛ tsp. black pepper']",230.0,32.0,7.6,7.0
105,Thai Peanut Noodles with Chicken,https://www.eatyourselfskinny.com/thai-peanut-noodles-with-chicken/,"['12 oz. soba noodles', '6 Tbsp fresh lime juice', '3 Tbsp low-sodium soy sauce', '3 Tbsp reduced-fat peanut butter', '1 Tbsp Splenda Brown Sugar Blend (or 3 Tbsp of regular brown sugar)', '1 Tbsp vegetable oil', '1 cup cooked chicken chopped', '1 small red bell pepper thinly sliced', '¼ cup scallions sliced', '¼ cup fresh basil chopped', '¼ cup fresh cilantro chopped', '¼ cup fresh mint chopped', 'Sesame seeds as garnish']",222.0,32.7,12.8,5.8
106,Spinach-Tomato Pasta,https://www.eatyourselfskinny.com/spinach-tomato-pasta-a-giveaway/,"['¾ lb. whole wheat pasta shells', '1 Tbsp light butter', '1 shallot thinly sliced', '¼ tsp. crushed red pepper', '1 (5 oz) package baby spinach', '½ cup low-sodium chicken broth', '¼ cup half-and-half', '1 oz. grated Parmesan cheese divided', '½ tsp. ground pepper', '1 (8 oz) container grape tomatoes halved lengthwise', '1 Tbsp chopped flat-leaf parsley']",321.0,57.6,13.6,6.2
107,Lightened-Up Mac & Cheese with Cauliflower,https://www.eatyourselfskinny.com/lightened-up-mac-cheese-with-cauliflower/,"['1 (14.5 oz) box Ronzoni Smart Taste elbow macaroni', '½ head cauliflower trimmed and cut into florets', '½ cup Italian bread crumbs', '4 Tbsp reduced-fat grated Parmesan cheese', '8 oz. grated sharp cheddar', '4 oz. fat-free cream cheese', '½ cup fat-free half-and-half', '½ tsp. salt', '½ tsp. ground black pepper', '1 Tbsp flat-leaf parsley chopped']",335.0,49.0,16.6,10.0
108,Baked Zucchini Sticks,https://www.eatyourselfskinny.com/baked-zucchini-sticks/,"['3 Tbsp Italian bread crumbs', '2 Tbsp grated parmesan cheese', '1 egg white', '1 tsp. fat-free milk', '2 large zucchini cut lengthwise and in half (about 16 sticks)', '⅓ cup pasta sauce warmed', 'Nonstick cooking spray']",69.0,9.0,4.0,2.0
109,Mini Zucchini Pizzas,https://www.eatyourselfskinny.com/mini-zucchini-pizzas/,"['2 medium zucchinis sliced', '3 Tbsp pizza sauce', '2 Tbsp unsalted tomato paste', '¼ tsp. oregano', 'Dash of garlic powder', '¾ cup reduced-fat mozzarella cheese shredded', '¼ cup reduced-fat parmesan cheese shredded', '4 Turkey pepperonis cut in half', '8 olives pitted and chopped']",75.0,3.0,5.0,5.0
