,Name,Url,Ingredients,Calories,Carbs Grams,Protein Grams,Fat Grams
58,"Roasted Sweet Potato Kale and Dried Cherries, Feta & Pepitas",https://www.skinnytaste.com/kale-salad-with-roasted-sweet-potato-dried-cherries-feta-pepitas/,"['2 medium sweet potatoes diced into cubes', '1 tablespoon olive oil', '1 teaspoon maple syrup', '2 cloves garlic minced', '1/4 teaspoon salt', '1 large bunch of Tuscan kale stemmed and very finely chopped (about 6 cups chopped kale)', '2 tablespoons olive oil', '1 tablespoon fresh orange juice or lemon juice', '1 tablespoon apple cider vinegar', '1 teaspoon dijon mustard', '1 teaspoon maple syrup', 'Freshly ground salt and pepper to taste', '1/4 cup (pepitas) pumpkin seeds', '¼ cup feta cheese crumbles', '⅓ cup dried cherries', '½ cup roasted or canned chickpeas']",288.0,42.5,8.5,11.0
59,Roasted Brussels Sprouts and Cauliflower Soup,https://www.skinnytaste.com/roasted-brussels-sprouts-and-cauliflower-soup/,"['canola cooking spray', '16 oz cauliflower florets', '16 oz brussels sprouts halved', '2 tbsp olive oil', '1 teaspoon butter (or more oil for DF W30 V)', '1/2 cup chopped shallots', '3 1/2 cups vegetable broth', '3/4 teaspoon kosher salt', 'black pepper to taste']",173.0,22.0,6.5,8.0
60,Sloppy Joes Baked Sweet Potatoes,https://www.skinnytaste.com/sloppy-joe-baked-sweet-potatoes/,"['4 medium (7 oz each) sweet potatoes washed and dried', '1/2 lb 93% lean ground beef', '1 teaspoon seasoned salt (such as Montreal Steak)', '1/3 cup chopped carrot', '1/3 cup chopped onion', '1/3 cup chopped mushrooms', '2 tablespoons chopped red bell pepper', '1 clove garlic minced', '1/2 tbsp red wine vinegar', '1/2 tbsp Worcestershire sauce', '8 oz can tomato sauce', '2 teaspoons tomato paste', '1/3 cup water', '1 chopped scallion for garnish']",259.0,40.0,15.5,4.0
61,"Chickpea Tomato Soup with Rosemary (Instant Pot, Slow Cooker and Stove Top)",https://www.skinnytaste.com/chickpea-tomato-soup-with-rosemary/,"['1 tsp olive oil', '1/2 cup chopped onion', '1/2 cup diced carrots', '1/2 cup diced celery', '2 garlic cloves minced', '2 (15 oz) cans chickpeas rinsed and drained', '1 (28 oz) can crushed tomatoes', '3 cups reduced sodium chicken broth (or vegetable broth for vegetarians)', '1 fresh rosemary sprig', '2 bay leaves', '2 tbsp chopped fresh basil', 'fresh black pepper to taste', '2 cups fresh baby spinach', '1/4 cup shredded parmesan cheese plus extra optional for garnish']",215.0,36.0,9.0,3.0
62,Leftover Turkey Tacos with Brussels Sprout Slaw,https://www.skinnytaste.com/leftover-turkey-tacos-with-brussels-sprout-slaw/,"['1/2 tablespoon extra-virgin olive oil', '2 teaspoons lemon juice', 'Kosher salt', 'Freshly ground black pepper to taste', '8 medium Brussels sprouts thinly sliced (about 2 cups if using pre-shredded)', '1/4 cup red onion thinly sliced', '8 corn tortillas', '12 ounces leftover cooked skinless turkey shredded and warmed', '8 tablespoons leftover cranberry pear sauce']",235.0,30.0,21.5,5.0
63,Bangin Good Shrimp,https://www.skinnytaste.com/bangin-good-shrimp/,"['5 tbsp light mayonnaise', '3 tbsp Thai Sweet Chili Sauce', '1 tsp Sriracha (to taste)', '1 lb large shrimp shelled and deveined (weight after peeled)', '2 tsp cornstarch', '1 tsp canola oil', '3 cups shredded iceberg lettuce', '1 cup shredded purple cabbage', '4 tbsp scallions chopped']",215.0,12.0,24.0,7.5
64,Air Fryer Beef Empanadas,https://www.skinnytaste.com/air-fryer-beef-empanadas/,"['8 Goya empanada discs (in frozen section) thawed', '1 cup picadillo', '1 egg white whisked', '1 teaspoon water']",183.0,22.0,11.0,5.0
65,"Lentil Bowls with Avocado, Eggs and Cholula",https://www.skinnytaste.com/lentil-bowls-with-avocado-eggs-and-cholula/,"['1- 1/2 cups cooked lentils', 'squeeze of lime', 'kosher salt and black pepper to taste', '3 large hard boiled eggs peeled', '2 ounces sliced avocado', '1/2 cup halved grape tomatoes', 'chopped cilantro', 'few dashes Cholula hot sauce']",347.0,35.5,24.0,13.0
66,Grilled Chicken Salad with Strawberries and Spinach Recipe,https://www.skinnytaste.com/grilled-chicken-salad-with-strawberries-and-spinach/,"['3 tbsp golden balsamic vinegar', '3 tbsp extra virgin olive oil', '1 tbsp chopped shallots', '1 teaspoon honey', '1 teaspoon water', '1/8 teaspoon kosher salt', 'fresh black pepper to taste', '16 oz boneless skinless chicken breast', '1 clove garlic crushed', '1 teaspoon seasoned salt to taste (I used Montreal Steak Grill Mates)', '6 cups baby spinach', '3 cups sliced strawberries', '2 ounces soft goat cheese']",331.0,4.0,31.0,17.0
67,Breakfast BLT Salad,https://www.skinnytaste.com/breakfast-blt-salad/,"['3 cups shredded Lacinto kale (no stems)', '1 teaspoon red wine vinegar', '2 teaspoons extra virgin olive oil', 'kosher salt', 'black pepper to taste', '2 large eggs', '4 strips cooked center cut bacon chopped', '2 ounces sliced avocado', '10 grape tomatoes halved']",292.0,18.0,17.5,18.0
68,Shoyu Ahi Poke,https://www.skinnytaste.com/shoyu-aji-poke/,"['1 lb sushi grade tuna cut into 3/4 inch cubes', '1/4 cup thin sliced onions', '1/2 cup sliced scallions green parts only', '2 tbsp reduced sodium soy sauce* (use coconut aminos for Whole30/Paleo)', '1 teaspoon sesame oil', '1/2 teaspoon sambal oelek or sriracha']",166.0,2.5,28.5,4.0
69,"Raw Brussels Sprouts and Chick Pea Salad in a Jar with Artichokes, Sun Dried Tomatoes and Asiago ",https://www.skinnytaste.com/brussels-and-chickpea-salad-in-a-jar-with-artichokes-sun-dried-tomatoes-and-asiago/,"['3 tbsp fresh lemon juice', '1 1/2 tbsp extra virgin olive oil', '3/8 teaspoon kosher salt', 'fresh black pepper to taste', '1 1/2 cups canned chick peas drained and rinsed', '3 cups shaved Brussels sprouts', '5 ounce package Sharp Salad Savors (marinated artichokes sundried tomatoes and asiago cheese)', '3 (12 oz) wide mouth jars']",335.0,35.0,15.0,16.0
70,Roasted Brussels Sprouts and Cauliflower Soup,https://www.skinnytaste.com/roasted-brussels-sprouts-and-cauliflower-soup/,"['canola cooking spray', '16 oz cauliflower florets', '16 oz brussels sprouts halved', '2 tbsp olive oil', '1 teaspoon butter (or more oil for DF W30 V)', '1/2 cup chopped shallots', '3 1/2 cups vegetable broth', '3/4 teaspoon kosher salt', 'black pepper to taste']",173.0,22.0,6.5,8.0
71,Leftover Turkey Tacos with Brussels Sprout Slaw,https://www.skinnytaste.com/leftover-turkey-tacos-with-brussels-sprout-slaw/,"['1/2 tablespoon extra-virgin olive oil', '2 teaspoons lemon juice', 'Kosher salt', 'Freshly ground black pepper to taste', '8 medium Brussels sprouts thinly sliced (about 2 cups if using pre-shredded)', '1/4 cup red onion thinly sliced', '8 corn tortillas', '12 ounces leftover cooked skinless turkey shredded and warmed', '8 tablespoons leftover cranberry pear sauce']",235.0,30.0,21.5,5.0
72,Cauliflower Nuggets,https://www.skinnytaste.com/cauliflower-nuggets/,[],159.0,19.0,10.0,5.5
73,Maple Soy Glazed Salmon,https://www.skinnytaste.com/maple-soy-glazed-salmon/,"['3 tbsp pure maple syrup', '3 tbsp reduced sodium soy sauce (or gluten-free soy sauce)', '1 tbsp sriracha hot sauce', '1 clove garlic smashed', '4 (6 oz) wild salmon fillets skinless']",293.0,12.0,35.0,11.0
74,Tortilla Encrusted Chicken Tenders,https://www.skinnytaste.com/tortilla-encrusted-chicken-tenders/,[],331.0,22.0,34.0,11.0
75,"Navy Bean, Bacon and Spinach Soup (Pressure Cooker, Slow Cooker or Stove Top)",https://www.skinnytaste.com/navy-bean-bacon-and-spinach-soup-pressure-cooker-slow-cooker-or-stove-top/,"['3 15 oz cans navy beans rinsed and drained', '4 slices center cut bacon chopped', '1 medium onion chopped', '1 large carrot chopped', '1 large celery stalk chopped', '2 tbsp tomato paste', '4 cups reduced sodium chicken broth', '2 bay leaves', '1 sprig fresh rosemary (I used a bouquet garni for tosing)', '3 cups baby spinach']",211.0,39.0,15.0,1.5
76,Turkey Chili Taco Soup,https://www.skinnytaste.com/turkey-chili-taco-soup/,"['cooking spray', '1.3 lbs 99% lean ground turkey', '1 medium onion chopped', '1 bell pepper chopped', '10 oz can rotel tomatoes with green chilies', '15 oz canned or frozen corn drained', '15 oz no salt added kidney beans drained', '8 oz tomato sauce', '16 oz fat free refried beans', '1 packet low-sodium taco seasoning (or use homemade)', '2 1/2 cups less-sodium chicken broth']",225.0,31.5,22.0,2.0
77,Baked Potato Soup,https://www.skinnytaste.com/baked-potato-soup/,"['2 medium russet potatoes washed and dried', '1 small head of cauliflower \xa0(3 1/2 cups or 16 ounces) stem removed cut into florets', '1 1/2 cups fat free chicken broth', '1 1/2 cups 1% reduced-fat milk', 'salt and freshly cracked black pepper', '1/2 cup light sour cream', '10 tbsp reduced-fat shredded sharp cheddar cheese', '6 tbsp chopped chives divided', '3 slices bacon cooked and crumbled (you can use turkey bacon if you prefer)']",200.0,23.0,14.0,7.0
78,French Bread Pizza Caprese,https://www.skinnytaste.com/french-bread-pizza-caprese/,"['8 oz whole wheat French bread baguette', '4 oz fresh mozzarella cheese sliced thin', '2 medium tomatoes sliced thin', '1 tbsp balsamic glaze', '1 tbsp fresh basil chopped']",253.0,33.0,12.0,9.0
79,Lobster Asparagus Chopped Salad,https://www.skinnytaste.com/lobster-asparagus-chopped-salad/,"['8 oz fresh cooked lobster chopped (from 2 1-1/4 lb lobsters)', '3 1/2 cups chopped asparagus', '4 teaspoons extra virgin olive oil', '2 tbsp fresh lemon juice', '1/4 tsp kosher salt', 'black pepper to taste', '1/2 cup cherry tomatoes quartered', '2 tbsp diced red onion', '1 basil leaf chopped']",247.0,14.0,27.0,10.5
80,Cobb Salad in a Jar with Buttermilk Ranch,https://www.skinnytaste.com/cobb-salad-in-a-jar-with-buttermilk-ranch/,"['2 tbsp light mayonnaise', '1/4 cup 1% buttermilk', '1/4 cup fresh chopped scallion', '1/4 teaspoon kosher salt', '1/8 teaspoon garlic powder', '1/8 teaspoon onion powder', '1/8 teaspoon dried parsley', '1/8 teaspoon dried basil', 'fresh black pepper', '2 strips center-cut bacon', '10 grape tomatoes quartered', '2 ounces (1/2 small) avocado diced', '2 large hard-boiled eggs diced', '4 ounces cooked or grilled chicken breast diced', '1/2 ounce (1 generous tablespoon) crumbled gorgonzola or blue cheese', '4 cups chopped romaine lettuce']",368.0,14.0,32.0,21.0
81,Tomato Tuna Melts,https://www.skinnytaste.com/tomato-tuna-melts/,"['1 can (5 oz) solid white tuna in water slightly drained', '2 tbsp light mayo', '3 tbsp finely chopped celery', '1 tbsp finely chopped red onion', '1 tsp red wine vinegar', '2 ripe tomatoes halved', '4 slices Cheddar cheese (2 1/2 oz total)']",271.0,11.5,25.5,7.5
82,"Prosciutto, Mozzarella and Fig Salad with Arugula",https://www.skinnytaste.com/prosciutto-mozzarella-and-fig-salad-with-arugula/,"['1 tbsp extra virgin olive oil', '1 tbsp balsamic vinegar', '1/2 tbsp fresh squeezed lemon juice', '1/8 tsp kosher salt', 'fresh black pepper to taste', '5 cups baby arugula', '4 ripe figs quartered', '4 oz fresh mozzarella sliced and torn into pieces', '2 oz thin sliced proscuitto torn into pieces', '8 to 10 small fresh basil leaves']",196.0,12.0,10.0,12.5
83,Watermelon Feta Arugula Salad in Jars,https://www.skinnytaste.com/watermelon-feta-arugula-salad-in-jars/,"['4 cups diced seedless watermelon', '3 oz crumbled feta', '3 cups baby arugula', '1/4 small red onion chopped', '2 tbsp balsamic vinegar', '2 tbsp extra virgin olive oil', '1/8 tsp kosher salt', 'fresh black pepper']",170.0,14.0,4.5,11.5
84,Veggie Hummus Cucumber Boats,https://www.skinnytaste.com/veggie-hummus-cucumber-boats/,"['1 cucumber cut in half lengthwise', '6 tbsp hummus', '1/4 cup shredded carrots', '1/4 cup sprouts', '1/4 cup tomato', '1/4 cup red onion', '3 oz avocado sliced (1/2 med haas)', 'wedge of fresh lemon squeezed', 'kosher salt and pepper to taste']",183.0,19.0,6.0,1.5
85,Protein Egg and Quinoa Salad Jars,https://www.skinnytaste.com/protein-egg-and-quinoa-salad-jars/,[],362.0,29.0,15.0,22.0
86,"Grilled Romaine, Corn and Chicken Salad with Salsa Dressing",https://www.skinnytaste.com/grilled-romaine-corn-and-chicken-salad-with-salsa-dressing/,"['1/2 cup jarred mild salsa', '4 teaspoons extra virgin olive oil', '1/2 lime', '4 boneless skinless chicken thighs (4 oz each) trimmed of fat', '3/4 teaspoon kosher salt', '1/4 teaspoon dried oregano', '1/4 teaspoon cumin', '2 corn on the cobs husks removed', '2 romaine hearts', 'olive oil spray', '4 oz avocado (1 small hass) sliced', '2 tablespoons diced red onion', '1/2 cup halved grape tomatoes', 'pinch of kosher salt']",288.0,17.0,25.0,14.5
87,Hummus Avocado Toast,https://www.skinnytaste.com/hummus-avocado-toast/,"['2 oz (these were 1 oz each) sliced whole grain bread toasted', '2 tbsp hummus', '6 thin cucumber slices', '1 small radish sliced thin', '1 oz avocado sliced thin (from 1/4 small haas)', 'crushed red pepper flakes to taste', '1/8 tsp kosher salt', 'black pepper to taste', '1/4 cup baby arugula', '1 wedge fresh lemon']",248.5,32.0,10.5,9.5
88,Spiralized Summer Roll Bowls with Hoisin Peanut Sauce,https://www.skinnytaste.com/spiralized-summer-roll-bowls-with-hoisin-peanut-sauce/,"['2 tbsp creamy peanut butter', '2 teaspoons reduced-sodium soy sauce*', '1 tablespoons hoisin sauce*', '1 teaspoons sriracha', '1/2 teaspoon grated ginger', '4 tablespoons warm water to thin', '24 jumbo peeled and cooked shrimp', '2 large English cucumbers', '1 thick carrot (I used 8 oz)', '1 cup shredded red cabbage', '2 tbsp cilantro leaves', '12 basil leaves', '12 mint leaves', '2 tbsp chopped peanuts']",164.0,15.0,12.0,7.0
89,Grilled Shrimp and Vegetable Bowl,https://www.skinnytaste.com/grilled-shrimp-and-vegetable-bowl/,"['32 (12 oz) large peeled and deveined shrimp', '2 teaspoons olive oil', '1 teaspoon onion powder', '1 teaspoon garlic powder', '½ teaspoon smoked paprika', '1 teaspoon brown sugar', '1 teaspoon kosher salt divided', 'Freshly ground black pepper to taste', 'Pinch cayenne pepper (or more to taste)', 'Olive oil spray', '1 (7 oz) zucchini quartered lengthwise', '1 medium red bell pepper halved seeds and membrane removed', '4 small corn cobs husks removed', '4 ounces Hass avocado (1 small) diced', 'Juice from ½ a lime']",247.0,26.0,20.0,20.0
90,Shredded Raw Brussels Sprout Salad with Bacon and Avocado,https://www.skinnytaste.com/shredded-raw-brussels-sprout-salad-with-bacon-and-avocado/,"['3 slices center-cut bacon diced', '3 cups shredded brussels sprouts', '4 oz avocado diced (1 small)', '1 tsp dijon mustard', '4 tsp olive oil', '2 tbsp plus 1 tsp red wine vinegar', '2 tablespoons chopped red onion', '1/2 teaspoon kosher salt']",284.0,18.5,10.0,21.0
91,Mediterranean Bean Salad,https://www.skinnytaste.com/mediterranean-bean-salad/,"['1 (15.5-ounce) can garbanzo beans drained and rinsed', '1 (15-ounce) can black beans drained and rinsed', '1 cup chopped grape tomatoes', '1 large garlic clove finely minced', '½ cup chopped red onion', '¼ cup chopped fresh parsley', '¼ cup chopped fresh mint', '1 1/2 tablespoons olive oil', 'Juice from 1 medium lemon', '½ teaspoon kosher salt', 'Freshly ground black pepper']",175.0,26.0,8.0,4.5
92,"Loaded ""Nacho"" Chicken Tostada",https://www.skinnytaste.com/loaded-nacho-chicken-tostada/,"['4 tostada shells', '1/4 cup shredded cheddar cheese', '½ cup reduced fat shredded Mexican blend cheese (I used Sargento)', '1/2 cup mashed avocado (about 1 small)', '1 medium lime halved', 'Kosher salt', '1 cup chopped tomato', '¼ cup chopped white onion', '2 tablespoons chopped cilantro', 'Freshly ground black pepper', '7 ounces cooked boneless skinless chicken breast cubed*', '1/3 cup canned drained black beans rinsed', '1 jalalpeno sliced thin', '2 tbsp sliced black olives']",299.0,19.0,24.0,14.5
93,Avocado Toast with Lemon and Kale,https://www.skinnytaste.com/avocado-toast-with-lemon-and-kale/,"['1 cup shredded kale (no stems)', '1/2 lemon', '1 teaspoon olive oil', '4 slices multigrain bread 4 oz total', 'kosher salt and black pepper', '4 ounces avocado (1 small haas)', '1/8 teaspoon cumin', '4 thin slices radish', '1 teaspoon chia seeds']",298.0,36.0,11.0,14.0
94,North African Spiced Shrimp and Chickpea Salad,https://www.skinnytaste.com/north-african-spiced-shrimp-and-chickpea-salad/,"['24 extra-large shrimp peeled and deveined', '1 1/2 tablespoons chermoula (Moroccan pesto)', '1 (15 ounce) can chick peas rinsed and husked**', '1 cup grape tomatoes quartered', '1 cucumber peeled seeded and diced', '1/4 cup diced red onion', '1 lemon zested and juiced', '2 tbsp mint chiffonade', '2 tbsp chopped chives or parsley', '2 teaspoons olive oil', '1 teaspoon red wine vinegar', '1/4 teaspoon kosher salt', 'black pepper to taste', 'dash of Ras el Hanout']",243.0,29.0,15.0,8.0
95,Updated Waldorf Salad Cups,https://www.skinnytaste.com/updated-waldorf-salad-cups/,"['2 tablespoons extra-virgin olive oil', '2 tablespoons apple cider vinegar', '1 tablespoon plus 1 teaspoon honey', 'Pinch of salt', 'Pinch of freshly ground black pepper', '2 cups chopped (¼-inch pieces) cooked skinless boneless chicken breast (about 12 ounces)', '2 celery stalks thinly sliced on the bias', '¼ cup chopped fresh parsley leaves', '1 cup finely shredded red cabbage', '1 large pear halved cored and sliced into ¼-inch pieces (I like Bosc or Anjou pears)', '3 ounces Gorgonzola cheese crumbled (¾ cup)', '8 butter lettuce leaves']",341.0,18.0,27.0,18.0
96,Asian Chopped Salad with Sesame Soy Vinaigrette (In a Jar),https://www.skinnytaste.com/asian-chopped-salad-with-sesame-soy/,"['1 ½ cups shelled edamame', '1 medium red bell pepper thinly sliced then cut into 1-inch pieces', '1 medium yellow bell pepper thinly sliced then cut into 1-inch pieces', '1 cup thinly sliced snow peas', '1 cup shredded carrots', '4 scallions chopped', '4 cups shredded purple cabbage (about 1/2 small head)', '4 cups chopped Romaine lettuce (about 1 small head)', '2 tablespoons soy sauce or Gluten-free Tamari', '2 tablespoons lemon juice (from 1 lemon)', '2 teaspoons honey', '1 teaspoon grated ginger', '1 garlic clove crushed', '2 1/2 tablespoons canola light olive or grapeseed oil', '1/2 tablespoon sesame oil', '1 teaspoon sesame seeds']",231.0,23.0,8.0,13.5
97,Leftover Turkey and Sweet Potato Frittata,https://www.skinnytaste.com/leftover-turkey-and-sweet-potato/,"['5 large eggs', '3 large egg whites', '1 tsp kosher salt', 'freshly cracked black pepper', '1 oz grated Gruyere cheese (omit for Whole 30)', '2 teaspoons olive oil', '1 small onion chopped', '12 ounces peeled Sweet Potatoes diced into 1/2-inch pieces', '1 tsp fresh or 1/2 tsp dried thyme', '1/4 teaspoon garlic powder', '1/4 teaspoon paprika', '6 oz leftover turkey breast chopped', '1 loose cup baby spinach roughly chopped']",170.0,7.0,16.5,8.0
98,Broccoli Cheese and Potato Soup,https://www.skinnytaste.com/broccoli-cheese-and-potato-soup/,"['1 small onion chopped', '1 medium carrot chopped', '1 celery stalk chopped', '2 cloves garlic minced', '1 tbsp butter', '2 tbsp flour (AP whole wheat or gluten-free flour)', '2 1/2 cups less sodium chicken broth (or vegetable broth)', '1 cup fat free milk', '2 medium potatoes peeled and diced small', '1/4 tsp kosher salt and fresh pepper', '4 cups (about 2 heads) broccoli florets chopped into small pieces', '1-1/2 cups reduced fat shredded sharp cheddar', '2 slices 2% American cheese', '1 tbsp Parmesan cheese']",239.0,25.5,16.0,9.5
99,Tortilla Encrusted Chicken Tenders,https://www.skinnytaste.com/tortilla-encrusted-chicken-tenders/,[],331.0,22.0,34.0,11.0
100,Baked Potato Soup,https://www.skinnytaste.com/baked-potato-soup/,"['2 medium russet potatoes washed and dried', '1 small head of cauliflower \xa0(3 1/2 cups or 16 ounces) stem removed cut into florets', '1 1/2 cups fat free chicken broth', '1 1/2 cups 1% reduced-fat milk', 'salt and freshly cracked black pepper', '1/2 cup light sour cream', '10 tbsp reduced-fat shredded sharp cheddar cheese', '6 tbsp chopped chives divided', '3 slices bacon cooked and crumbled (you can use turkey bacon if you prefer)']",200.0,23.0,14.0,7.0
101,Cobb Salad in a Jar with Buttermilk Ranch,https://www.skinnytaste.com/cobb-salad-in-a-jar-with-buttermilk-ranch/,"['2 tbsp light mayonnaise', '1/4 cup 1% buttermilk', '1/4 cup fresh chopped scallion', '1/4 teaspoon kosher salt', '1/8 teaspoon garlic powder', '1/8 teaspoon onion powder', '1/8 teaspoon dried parsley', '1/8 teaspoon dried basil', 'fresh black pepper', '2 strips center-cut bacon', '10 grape tomatoes quartered', '2 ounces (1/2 small) avocado diced', '2 large hard-boiled eggs diced', '4 ounces cooked or grilled chicken breast diced', '1/2 ounce (1 generous tablespoon) crumbled gorgonzola or blue cheese', '4 cups chopped romaine lettuce']",368.0,14.0,32.0,21.0
102,Watermelon Feta Arugula Salad in Jars,https://www.skinnytaste.com/watermelon-feta-arugula-salad-in-jars/,"['4 cups diced seedless watermelon', '3 oz crumbled feta', '3 cups baby arugula', '1/4 small red onion chopped', '2 tbsp balsamic vinegar', '2 tbsp extra virgin olive oil', '1/8 tsp kosher salt', 'fresh black pepper']",170.0,14.0,4.5,11.5
103,"Grilled Romaine, Corn and Chicken Salad with Salsa Dressing",https://www.skinnytaste.com/grilled-romaine-corn-and-chicken-salad-with-salsa-dressing/,"['1/2 cup jarred mild salsa', '4 teaspoons extra virgin olive oil', '1/2 lime', '4 boneless skinless chicken thighs (4 oz each) trimmed of fat', '3/4 teaspoon kosher salt', '1/4 teaspoon dried oregano', '1/4 teaspoon cumin', '2 corn on the cobs husks removed', '2 romaine hearts', 'olive oil spray', '4 oz avocado (1 small hass) sliced', '2 tablespoons diced red onion', '1/2 cup halved grape tomatoes', 'pinch of kosher salt']",288.0,17.0,25.0,14.5
104,Grilled Shrimp and Vegetable Bowl,https://www.skinnytaste.com/grilled-shrimp-and-vegetable-bowl/,"['32 (12 oz) large peeled and deveined shrimp', '2 teaspoons olive oil', '1 teaspoon onion powder', '1 teaspoon garlic powder', '½ teaspoon smoked paprika', '1 teaspoon brown sugar', '1 teaspoon kosher salt divided', 'Freshly ground black pepper to taste', 'Pinch cayenne pepper (or more to taste)', 'Olive oil spray', '1 (7 oz) zucchini quartered lengthwise', '1 medium red bell pepper halved seeds and membrane removed', '4 small corn cobs husks removed', '4 ounces Hass avocado (1 small) diced', 'Juice from ½ a lime']",247.0,26.0,20.0,20.0
105,"Loaded ""Nacho"" Chicken Tostada",https://www.skinnytaste.com/loaded-nacho-chicken-tostada/,"['4 tostada shells', '1/4 cup shredded cheddar cheese', '½ cup reduced fat shredded Mexican blend cheese (I used Sargento)', '1/2 cup mashed avocado (about 1 small)', '1 medium lime halved', 'Kosher salt', '1 cup chopped tomato', '¼ cup chopped white onion', '2 tablespoons chopped cilantro', 'Freshly ground black pepper', '7 ounces cooked boneless skinless chicken breast cubed*', '1/3 cup canned drained black beans rinsed', '1 jalalpeno sliced thin', '2 tbsp sliced black olives']",299.0,19.0,24.0,14.5
106,Updated Waldorf Salad Cups,https://www.skinnytaste.com/updated-waldorf-salad-cups/,"['2 tablespoons extra-virgin olive oil', '2 tablespoons apple cider vinegar', '1 tablespoon plus 1 teaspoon honey', 'Pinch of salt', 'Pinch of freshly ground black pepper', '2 cups chopped (¼-inch pieces) cooked skinless boneless chicken breast (about 12 ounces)', '2 celery stalks thinly sliced on the bias', '¼ cup chopped fresh parsley leaves', '1 cup finely shredded red cabbage', '1 large pear halved cored and sliced into ¼-inch pieces (I like Bosc or Anjou pears)', '3 ounces Gorgonzola cheese crumbled (¾ cup)', '8 butter lettuce leaves']",341.0,18.0,27.0,18.0
107,Broccoli Cheese and Potato Soup,https://www.skinnytaste.com/broccoli-cheese-and-potato-soup/,"['1 small onion chopped', '1 medium carrot chopped', '1 celery stalk chopped', '2 cloves garlic minced', '1 tbsp butter', '2 tbsp flour (AP whole wheat or gluten-free flour)', '2 1/2 cups less sodium chicken broth (or vegetable broth)', '1 cup fat free milk', '2 medium potatoes peeled and diced small', '1/4 tsp kosher salt and fresh pepper', '4 cups (about 2 heads) broccoli florets chopped into small pieces', '1-1/2 cups reduced fat shredded sharp cheddar', '2 slices 2% American cheese', '1 tbsp Parmesan cheese']",239.0,25.5,16.0,9.5
108,Eggs Pizzaiola,https://www.skinnytaste.com/eggs-pizzaiola/,"['1 1/2 tsp olive oil', '4 cloves garlic chopped', '1/4 tsp kosher salt', '1/4 tsp crushed red pepper', 'fresh black pepper to taste', '1 tbsp chopped fresh parsley', '1/4 cup reduced sodium chicken or vegetable broth', '2 cups crushed tomatoes I used Tutorrosso', '4 basil leaves torn', '6 large eggs', '4 tbsp shredded Parmigiano Reggiano', '2 tbsp grated Pecorino Romano']",266.0,13.0,19.0,15.0
109,White Bean Caprese Salad,https://www.skinnytaste.com/white-bean-caprese-salad/,"['1 (15-oz) can Great Northern (or White Kidney) beans drained and rinsed', '2 cups quartered cherry tomatoes', '2 1/2 oz fresh mozzarella cut into 1-inch cubes', '1 garlic clove finely minced', '1/4 tsp kosher salt', 'freshly ground black pepper', '10 fresh basil leaves chopped', '2 tsp olive oil', '2 tsp balsamic glaze']",142.0,18.0,8.0,4.5
110,Quick Spiralized Zucchini and Grape Tomatoes,https://www.skinnytaste.com/quick-spiralized-zucchini-and-grape/,"['1/2 tablespoon olive oil', '3 garlic cloves chopped', '3/4 lb grape tomatoes cut in half', 'pinch red crushed pepper flakes', 'Kosher Salt and freshly ground black pepper to taste', '1 tbsp chopped fresh basil', '1 large zucchini spiralized with thicker blade']",117.0,20.0,4.0,5.0
111,Avocado and Lump Crab Salad,https://www.skinnytaste.com/avocado-and-crab-salad/,"['1 medium Hass avocado (about 5 oz avocado)', '4 oz lump crab meat', '2 tbsp chopped red onion', '1 1/2 tbsp fresh lime juice (from 1 lime)', '1 tbsp chopped fresh cilantro', '2 grape tomatoes diced', '1/2 tsp olive oil', '1/4 tsp salt and fresh black pepper', '2 leaves butter lettuce (optional)']",178.0,9.0,9.5,13.0
112,Zesty Lime Shrimp and Avocado Salad,https://www.skinnytaste.com/zesty-lime-shrimp-and-avocado-salad/,"['1/4 cup chopped red onion', '2 limes juice of', '1 tsp olive oil', '1/4 tsp kosher salt black pepper to taste', '1 lb jumbo cooked peeled shrimp chopped*', '1 medium tomato diced', '1 medium hass avocado diced (about 5 oz)', '1 jalapeno seeds removed diced fine', '1 tbsp chopped cilantro']",197.0,7.0,25.0,8.0
113,Tuna Lettuce Wrap with Avocado Yogurt Dressing,https://www.skinnytaste.com/tuna-lettuce-wrap-with-avocado-yogurt/,"['4 large leaves Butter or Bibb Lettuce', '4 oz good quality tuna in olive oil drained* (I used Tonino)', '1 heart of palm drained and sliced', '1/4 cup cherry tomatoes quartered', '1/4 cup shredded or grated carrot', '2 thinly sliced red onion separated into rings', '2 tablespoon\xa0Avocado Yogurt Dressing\xa0(recipe follows)', '1/2 cup 2% Greek yogurt (or dairy free version)', '1/4 small avocado (1 oz)', '3 tbsp fresh chopped cilantro', '1/2 jalapeno pepper seeds and membrane removed for mild heat', '1 clove garlic', 'Juice from 1/4 lime', '1/8 tsp kosher salt', 'freshly ground pepper to taste', '1 tablespoon water as needed']",162.0,10.0,20.0,5.0
